site_id_from;site_id_to;iwait;inveht;xwait;xpen;xnum;cost
2811;2793;0.75;12.0;1.38;5.0;1.0;19.13
2814;2793;0.65;13.7;2.13;10.0;2.0;26.48
2860;2793;2.0;9.14;2.67;10.0;2.0;23.8
2861;2793;0.79;7.99;1.87;5.0;1.0;15.65
2862;2793;1.88;10.01;2.53;10.0;2.0;24.41
2863;2793;2.14;11.36;2.4;10.0;2.0;25.91
2924;2793;0.79;10.63;2.13;10.0;2.0;23.55
2925;2793;0.73;9.49;2.13;10.0;2.0;22.35
2926;2793;0.75;7.96;1.38;5.0;1.0;15.09
2937;2793;0.83;10.68;2.31;5.0;1.0;18.82
3014;2793;7.5;6.55;2.13;10.0;2.0;26.18
3317;2793;4.17;17.37;2.67;10.0;2.0;34.2
3318;2793;10.0;27.44;2.73;10.0;2.0;50.16
3349;2793;3.75;10.15;2.13;10.0;2.0;26.03
3798;2793;3.33;10.4;2.43;10.0;2.0;26.16
3799;2793;0.94;9.28;2.13;10.0;2.0;22.35
3962;2793;0.77;22.82;2.62;10.0;2.0;36.21
4077;2793;5.0;26.31;2.67;10.0;2.0;43.97
4138;2793;1.25;7.09;2.13;10.0;2.0;20.47
4142;2793;1.25;6.98;1.38;5.0;1.0;14.62
4149;2793;7.5;9.96;2.13;10.0;2.0;29.59
4151;2793;6.0;11.2;2.67;10.0;2.0;29.86
4187;2793;4.29;10.79;2.13;10.0;2.0;27.21
4276;2793;1.43;12.18;1.88;5.0;1.0;20.48
4304;2793;3.33;11.51;1.88;5.0;1.0;21.72
4308;2793;1.88;9.42;1.88;5.0;1.0;18.17
4309;2793;7.5;6.26;3.75;5.0;1.0;22.51
4351;2793;3.75;11.86;2.4;10.0;2.0;28.0
4352;2793;3.75;11.86;2.4;10.0;2.0;28.01
4355;2793;1.15;8.69;2.13;10.0;2.0;21.98
4357;2793;0.83;13.16;2.31;5.0;1.0;21.3
6159;2793;2.73;6.76;2.13;10.0;2.0;21.62
1658;2794;1.88;6.46;0.0;0.0;0.0;8.34
1659;2794;1.88;5.75;0.0;0.0;0.0;7.62
2025;2794;2.31;4.71;0.0;0.0;0.0;7.02
2359;2794;1.11;11.73;1.69;10.0;2.0;24.53
2360;2794;1.25;6.52;1.69;10.0;2.0;19.46
2363;2794;0.47;7.39;1.5;5.0;1.0;14.36
2368;2794;1.88;7.22;0.84;5.0;1.0;14.93
2369;2794;5.0;6.48;1.63;10.0;2.0;23.11
2576;2794;1.67;9.49;1.36;8.06;1.61;20.57
2589;2794;1.11;12.45;1.7;8.33;1.67;23.59
2590;2794;3.33;13.47;0.84;5.0;1.0;22.64
2591;2794;2.14;10.18;1.14;6.79;1.36;20.25
2592;2794;3.33;11.26;0.84;5.0;1.0;20.43
2593;2794;1.67;8.76;1.36;8.06;1.61;19.84
2594;2794;1.88;8.79;0.84;5.0;1.0;16.5
2597;2794;0.85;5.57;0.84;5.0;1.0;12.26
2616;2794;0.79;9.54;1.63;10.0;2.0;21.96
2628;2794;1.88;5.73;0.84;5.0;1.0;13.44
2629;2794;0.8;5.31;0.84;5.0;1.0;11.94
2630;2794;0.84;3.63;0.0;0.0;0.0;4.47
2686;2794;3.75;12.55;1.63;10.0;2.0;27.93
2785;2794;1.63;4.63;0.84;5.0;1.0;12.1
2786;2794;1.63;6.0;0.84;5.0;1.0;13.47
2787;2794;0.79;5.49;0.84;5.0;1.0;12.12
2788;2794;1.63;8.84;0.84;5.0;1.0;16.31
2790;2794;1.14;10.45;1.08;6.52;1.3;19.18
2791;2794;0.79;8.39;0.84;5.0;1.0;15.02
2793;2794;0.86;1.87;0.0;0.0;0.0;2.73
2795;2794;0.84;1.67;0.0;0.0;0.0;2.51
2811;2794;0.4;11.77;1.5;7.37;1.47;21.03
2814;2794;0.97;14.92;1.99;10.0;2.0;27.88
2860;2794;2.0;7.58;1.63;10.0;2.0;21.21
2861;2794;0.79;6.43;0.84;5.0;1.0;13.06
2862;2794;2.5;8.25;1.63;10.0;2.0;22.38
2863;2794;2.14;11.56;1.88;10.0;2.0;25.58
2924;2794;3.75;8.67;1.69;10.0;2.0;24.11
2925;2794;0.73;10.96;2.01;10.0;2.0;23.71
2926;2794;0.75;9.91;1.38;5.0;1.0;17.04
2937;2794;0.73;11.83;2.23;5.61;1.12;20.41
3014;2794;3.33;9.8;1.65;10.0;2.0;24.79
3317;2794;4.17;15.81;1.63;10.0;2.0;31.6
3318;2794;10.0;25.88;1.69;10.0;2.0;47.57
3349;2794;1.76;11.73;1.66;10.0;2.0;25.15
3798;2794;3.33;9.62;1.65;10.0;2.0;24.6
3799;2794;1.5;9.16;1.67;10.0;2.0;22.33
3962;2794;0.77;21.89;1.77;10.0;2.0;34.43
4077;2794;5.0;24.75;1.63;10.0;2.0;41.38
4138;2794;1.0;7.28;1.68;10.0;2.0;19.95
4142;2794;1.25;8.93;1.38;5.0;1.0;16.57
4149;2794;7.5;10.14;1.69;10.0;2.0;29.33
4151;2794;6.0;9.64;1.63;10.0;2.0;27.27
4187;2794;4.29;12.74;2.13;10.0;2.0;29.16
4276;2794;1.43;10.62;1.88;5.0;1.0;18.92
4304;2794;3.33;9.95;0.84;5.0;1.0;19.12
4308;2794;1.88;7.86;0.84;5.0;1.0;15.57
4309;2794;7.5;7.99;3.75;5.0;1.0;24.24
4351;2794;3.75;12.05;1.88;10.0;2.0;27.68
4352;2794;3.75;12.05;1.88;10.0;2.0;27.69
4355;2794;1.15;10.64;2.13;10.0;2.0;23.93
4357;2794;0.7;14.27;2.2;5.82;1.16;22.98
6159;2794;2.73;6.94;1.69;10.0;2.0;21.36
1658;2811;0.83;7.54;1.54;10.0;2.0;19.91
1659;2811;0.83;6.83;1.54;10.0;2.0;19.2
2025;2811;3.75;11.8;0.75;5.0;1.0;21.3
2359;2811;1.3;8.63;0.75;5.0;1.0;15.69
2360;2811;1.25;7.56;0.75;5.0;1.0;14.56
2363;2811;0.39;11.2;0.75;5.0;1.0;17.34
2368;2811;1.11;7.51;0.75;5.0;1.0;14.37
2369;2811;1.07;11.65;0.72;6.07;1.21;19.51
2576;2811;2.73;9.86;0.75;5.0;1.0;18.34
2589;2811;1.67;5.39;0.75;5.0;1.0;12.81
2590;2811;2.0;6.46;2.42;10.0;2.0;20.88
2591;2811;6.0;7.34;0.75;5.0;1.0;19.09
2592;2811;2.0;8.83;2.42;10.0;2.0;23.25
2593;2811;2.73;9.13;0.75;5.0;1.0;17.61
2594;2811;2.73;8.09;0.75;5.0;1.0;16.57
2597;2811;0.75;6.61;0.0;0.0;0.0;7.36
2616;2811;0.55;5.08;0.58;3.45;0.69;9.66
2628;2811;1.88;7.27;1.54;10.0;2.0;20.68
2629;2811;0.8;6.85;1.54;10.0;2.0;19.18
2630;2811;0.79;5.17;0.75;5.0;1.0;11.71
2686;2811;2.14;6.13;0.36;2.14;0.43;10.77
2785;2811;1.57;8.9;0.52;3.46;0.69;14.45
2786;2811;1.57;7.61;0.52;3.46;0.69;13.16
2787;2811;0.68;4.17;0.65;4.33;0.87;9.83
2788;2811;1.57;5.2;0.52;3.46;0.69;10.75
2790;2811;0.75;3.43;0.7;4.26;0.85;9.13
2791;2811;0.83;0.96;0.0;0.0;0.0;1.79
2793;2811;0.86;10.77;1.54;10.0;2.0;23.17
2794;2811;0.86;11.51;1.09;7.16;1.43;20.62
2795;2811;2.31;6.42;1.54;10.0;2.0;20.27
2814;2811;0.65;1.7;0.0;0.0;0.0;2.35
2860;2811;2.0;3.52;0.75;5.0;1.0;11.27
2861;2811;0.75;2.37;0.0;0.0;0.0;3.12
2862;2811;2.5;4.19;0.75;5.0;1.0;12.44
2863;2811;2.14;6.59;0.75;5.0;1.0;14.49
2924;2811;0.77;7.35;0.77;5.0;1.0;13.89
2925;2811;1.0;5.38;0.75;5.0;1.0;12.13
2926;2811;0.75;4.04;0.0;0.0;0.0;4.79
2937;2811;0.67;7.12;0.82;5.0;1.0;13.6
3014;2811;3.33;8.01;0.75;5.0;1.0;17.09
3317;2811;1.97;7.25;0.84;5.0;1.0;15.06
3318;2811;5.0;11.83;1.23;7.5;1.5;25.57
3349;2811;3.33;5.54;0.83;5.0;1.0;14.71
3798;2811;3.33;7.82;0.75;5.0;1.0;16.91
3799;2811;0.86;6.27;0.75;5.0;1.0;12.88
3962;2811;0.71;6.36;1.51;5.0;1.0;13.58
4077;2811;5.0;17.25;1.2;10.0;2.0;33.46
4138;2811;0.67;8.22;0.77;5.0;1.0;14.65
4142;2811;1.11;9.13;0.75;5.0;1.0;15.99
4149;2811;7.5;11.18;0.75;5.0;1.0;24.43
4151;2811;6.0;5.58;0.75;5.0;1.0;17.33
4187;2811;4.29;6.87;0.75;5.0;1.0;16.91
4276;2811;1.43;16.55;1.54;10.0;2.0;29.52
4304;2811;1.25;10.34;2.21;10.0;2.0;23.8
4308;2811;1.88;8.15;1.86;10.0;2.0;21.89
4309;2811;7.5;13.82;3.48;10.0;2.0;34.8
4351;2811;3.75;5.4;0.79;5.0;1.0;14.94
4352;2811;3.75;5.4;0.79;5.0;1.0;14.95
4355;2811;1.15;4.77;0.75;5.0;1.0;11.67
4357;2811;0.83;4.68;0.83;5.0;1.0;11.35
6159;2811;2.73;7.98;0.75;5.0;1.0;16.46
1658;2576;0.83;9.07;4.29;5.0;1.0;19.19
1659;2576;0.83;8.36;4.29;5.0;1.0;18.48
2025;2576;0.64;6.93;7.6;8.62;1.72;23.79
2359;2576;6.0;9.51;4.29;5.0;1.0;24.8
2360;2576;1.25;7.19;4.29;5.0;1.0;17.73
2363;2576;1.11;6.35;4.29;5.0;1.0;16.75
2368;2576;4.29;3.09;0.0;0.0;0.0;7.38
2369;2576;5.0;9.55;5.08;10.0;2.0;29.63
2589;2576;4.29;9.8;0.0;0.0;0.0;14.09
2590;2576;4.29;8.45;0.0;0.0;0.0;12.74
2591;2576;4.29;7.31;0.0;0.0;0.0;11.6
2592;2576;4.29;6.24;0.0;0.0;0.0;10.53
2593;2576;4.29;0.65;0.0;0.0;0.0;4.94
2594;2576;4.29;1.94;0.0;0.0;0.0;6.23
2597;2576;0.86;4.09;4.29;5.0;1.0;14.23
2616;2576;0.4;15.75;4.69;7.53;1.51;28.36
2628;2576;4.29;4.63;0.0;0.0;0.0;8.92
2629;2576;4.29;5.53;0.0;0.0;0.0;9.82
2630;2576;4.29;6.7;0.0;0.0;0.0;10.99
2686;2576;3.75;15.62;5.08;10.0;2.0;34.45
2785;2576;1.63;7.7;4.29;5.0;1.0;18.62
2786;2576;1.63;9.07;4.29;5.0;1.0;19.99
2787;2576;0.79;8.56;4.29;5.0;1.0;18.64
2788;2576;1.63;11.91;4.29;5.0;1.0;22.83
2790;2576;1.14;14.45;4.29;5.0;1.0;24.88
2791;2576;0.79;11.46;4.29;5.0;1.0;21.54
2793;2576;0.86;10.28;4.29;5.0;1.0;20.43
2794;2576;1.38;7.88;4.29;5.0;1.0;18.55
2795;2576;2.31;7.95;4.29;5.0;1.0;19.54
2811;2576;0.75;10.7;5.14;10.0;2.0;26.59
2814;2576;3.0;16.83;5.14;10.0;2.0;34.97
2860;2576;2.0;10.65;5.08;10.0;2.0;27.73
2861;2576;0.79;9.5;4.29;5.0;1.0;19.58
2862;2576;1.88;12.05;4.88;8.75;1.75;27.56
2863;2576;2.14;14.54;5.4;10.0;2.0;32.08
2924;2576;3.75;9.34;4.29;5.0;1.0;22.38
2925;2576;2.73;10.86;4.29;5.0;1.0;22.87
2926;2576;0.59;7.79;4.96;8.92;1.78;22.26
2937;2576;1.07;9.43;5.89;5.0;1.0;21.39
3014;2576;7.5;10.21;4.29;5.0;1.0;27.0
3317;2576;1.55;20.36;5.09;10.0;2.0;37.0
3318;2576;10.0;28.98;4.71;10.0;2.0;53.7
3349;2576;3.75;11.0;4.29;5.0;1.0;24.04
3798;2576;3.33;10.83;5.4;7.78;1.56;27.34
3799;2576;2.0;10.08;4.29;5.0;1.0;21.36
3962;2576;0.94;24.91;5.14;10.0;2.0;40.98
4077;2576;5.0;27.82;5.08;10.0;2.0;47.9
4138;2576;1.25;7.94;4.29;5.0;1.0;18.48
4142;2576;1.11;4.71;4.29;5.0;1.0;15.11
4149;2576;7.5;13.62;4.29;5.0;1.0;30.41
4151;2576;6.0;12.71;5.08;10.0;2.0;33.79
4187;2576;4.29;15.64;5.71;10.0;2.0;35.64
4276;2576;1.43;13.23;5.12;10.0;2.0;29.78
4304;2576;4.29;4.93;0.0;0.0;0.0;9.22
4308;2576;1.88;3.73;4.29;5.0;1.0;14.89
4309;2576;7.5;3.96;1.36;5.0;1.0;17.82
4351;2576;3.75;16.31;6.29;7.5;1.5;33.85
4352;2576;3.75;16.31;6.29;7.5;1.5;33.85
4355;2576;2.0;14.81;5.36;5.0;1.0;27.17
4357;2576;2.0;16.13;5.36;5.0;1.0;28.49
6159;2576;2.73;5.28;4.29;5.0;1.0;17.29
1658;2861;0.83;5.17;0.79;5.0;1.0;11.79
1659;2861;0.83;4.46;0.79;5.0;1.0;11.08
2025;2861;1.43;9.84;0.77;5.0;1.0;17.05
2359;2861;1.3;6.26;0.75;5.0;1.0;13.32
2360;2861;1.0;4.95;0.76;5.0;1.0;11.71
2363;2861;0.39;8.83;0.75;5.0;1.0;14.97
2368;2861;1.11;5.14;0.75;5.0;1.0;12.0
2369;2861;5.0;1.93;0.79;5.0;1.0;12.72
2576;2861;1.67;8.36;0.77;5.0;1.0;15.79
2589;2861;1.67;3.02;0.75;5.0;1.0;10.44
2590;2861;1.25;7.3;1.81;8.12;1.62;18.48
2591;2861;6.0;8.17;0.0;0.0;0.0;14.17
2592;2861;1.25;7.95;1.81;8.12;1.62;19.13
2593;2861;1.67;7.63;0.77;5.0;1.0;15.06
2594;2861;1.11;7.05;0.77;5.0;1.0;13.93
2597;2861;0.75;4.24;0.0;0.0;0.0;4.99
2616;2861;0.79;3.11;0.0;0.0;0.0;3.9
2628;2861;1.88;4.9;0.79;5.0;1.0;12.56
2629;2861;0.8;4.48;0.79;5.0;1.0;11.06
2630;2861;0.79;2.8;0.0;0.0;0.0;3.59
2686;2861;2.14;3.29;0.79;5.0;1.0;11.23
2785;2861;1.57;5.03;0.0;0.0;0.0;6.6
2786;2861;1.57;3.74;0.0;0.0;0.0;5.31
2787;2861;0.79;0.94;0.0;0.0;0.0;1.73
2788;2861;1.57;1.33;0.0;0.0;0.0;2.9
2790;2861;1.14;1.55;0.0;0.0;0.0;2.69
2791;2861;0.79;1.96;0.0;0.0;0.0;2.75
2793;2861;0.86;8.4;0.79;5.0;1.0;15.05
2794;2861;0.82;6.49;0.79;5.0;1.0;13.1
2795;2861;2.31;4.05;0.79;5.0;1.0;12.15
2811;2861;0.75;2.37;0.0;0.0;0.0;3.12
2814;2861;0.65;4.07;0.75;5.0;1.0;10.47
2860;2861;2.0;1.15;0.0;0.0;0.0;3.15
2862;2861;2.5;1.82;0.0;0.0;0.0;4.32
2863;2861;4.29;3.31;0.0;0.0;0.0;7.6
2924;2861;1.0;4.91;0.75;5.0;1.0;11.66
2925;2861;1.0;3.01;0.75;5.0;1.0;9.76
2926;2861;0.75;1.67;0.0;0.0;0.0;2.42
2937;2861;2.14;6.33;0.48;3.21;0.64;12.17
3014;2861;3.33;5.64;0.33;2.22;0.44;11.53
3317;2861;2.46;5.39;0.79;5.0;1.0;13.64
3318;2861;5.0;10.04;2.02;7.5;1.5;24.56
3349;2861;3.33;4.08;1.14;5.0;1.0;13.55
3798;2861;6.0;4.79;0.0;0.0;0.0;10.79
3799;2861;1.36;3.82;0.58;3.86;0.77;9.63
3962;2861;3.0;9.64;1.0;6.5;1.3;20.14
4077;2861;5.0;18.32;0.79;5.0;1.0;29.11
4138;2861;0.71;5.36;0.76;5.0;1.0;11.83
4142;2861;1.11;6.76;0.75;5.0;1.0;13.62
4149;2861;7.5;8.81;0.75;5.0;1.0;22.06
4151;2861;6.0;3.21;0.0;0.0;0.0;9.21
4187;2861;4.29;4.5;0.75;5.0;1.0;14.54
4276;2861;1.43;14.18;0.79;5.0;1.0;21.4
4304;2861;3.33;9.12;0.79;5.0;1.0;18.24
4308;2861;1.88;7.03;0.79;5.0;1.0;14.7
4309;2861;7.5;12.32;2.43;10.0;2.0;32.25
4351;2861;3.75;4.71;0.77;5.0;1.0;14.23
4352;2861;3.75;4.72;0.77;5.0;1.0;14.24
4355;2861;0.91;3.15;0.59;3.94;0.79;8.59
4357;2861;4.29;4.63;0.0;0.0;0.0;8.92
6159;2861;2.73;5.61;0.75;5.0;1.0;14.09
1658;2924;0.73;8.94;2.36;9.39;1.88;21.43
1659;2924;0.83;7.48;2.46;10.0;2.0;20.77
2025;2924;3.75;13.89;1.43;5.0;1.0;24.07
2359;2924;1.67;0.91;0.0;0.0;0.0;2.58
2360;2924;1.43;2.03;0.0;0.0;0.0;3.46
2363;2924;1.43;8.59;0.0;0.0;0.0;10.02
2368;2924;1.43;5.33;0.0;0.0;0.0;6.76
2369;2924;1.36;1.77;1.67;5.0;1.0;9.8
2576;2924;1.67;7.18;1.43;5.0;1.0;15.27
2589;2924;1.11;8.82;1.75;8.33;1.67;20.01
2590;2924;3.33;11.58;1.43;5.0;1.0;21.34
2591;2924;6.0;3.71;1.43;5.0;1.0;16.14
2592;2924;3.33;9.37;1.43;5.0;1.0;19.13
2593;2924;1.67;6.45;1.43;5.0;1.0;14.54
2594;2924;1.11;5.91;1.43;5.0;1.0;13.45
2597;2924;1.43;2.98;0.0;0.0;0.0;4.41
2616;2924;0.65;7.61;3.1;4.13;0.83;15.49
2628;2924;2.0;6.87;1.43;5.0;1.0;15.3
2629;2924;2.0;7.77;1.43;5.0;1.0;16.2
2630;2924;0.79;5.82;1.67;5.0;1.0;13.28
2686;2924;2.14;10.94;3.75;5.0;1.0;21.84
2785;2924;1.57;6.5;1.67;5.0;1.0;14.74
2786;2924;1.57;5.21;1.67;5.0;1.0;13.45
2787;2924;1.67;3.96;0.0;0.0;0.0;5.63
2788;2924;0.8;5.11;2.73;5.0;1.0;13.64
2790;2924;3.75;4.2;0.0;0.0;0.0;7.95
2791;2924;3.75;6.63;0.0;0.0;0.0;10.38
2793;2924;0.86;11.42;2.46;10.0;2.0;24.74
2794;2924;1.52;11.37;1.43;5.0;1.0;19.32
2795;2924;0.91;10.67;1.84;6.98;1.4;20.41
2811;2924;0.75;5.62;3.75;5.0;1.0;15.12
2814;2924;0.54;8.56;3.99;9.11;1.82;22.19
2860;2924;2.0;4.4;3.75;5.0;1.0;15.15
2861;2924;3.75;3.25;0.0;0.0;0.0;7.0
2862;2924;1.88;5.85;3.17;5.0;1.0;15.89
2863;2924;4.29;6.56;3.75;5.0;1.0;19.6
2925;2924;0.91;4.08;1.59;5.0;1.0;11.58
2926;2924;0.41;5.41;1.5;5.0;1.0;12.32
2937;2924;6.0;5.05;1.43;5.0;1.0;17.48
3014;2924;3.33;4.16;2.02;7.78;1.56;17.29
3317;2924;2.46;8.64;4.54;10.0;2.0;25.64
3318;2924;5.0;16.3;5.37;10.0;2.0;36.67
3349;2924;3.75;1.66;0.0;0.0;0.0;5.41
3798;2924;3.33;3.97;2.02;7.78;1.56;17.1
3799;2924;0.91;2.58;1.59;5.0;1.0;10.08
3962;2924;3.0;13.48;4.53;10.0;2.0;31.0
4077;2924;5.0;23.22;2.46;10.0;2.0;40.68
4138;2924;1.43;0.78;0.0;0.0;0.0;2.21
4142;2924;1.43;6.95;0.0;0.0;0.0;8.38
4149;2924;7.5;7.55;1.43;5.0;1.0;21.48
4151;2924;6.0;6.46;3.75;5.0;1.0;21.21
4187;2924;4.29;8.24;1.91;10.0;2.0;24.44
4276;2924;1.03;14.75;4.43;9.14;1.83;29.35
4304;2924;3.33;8.06;1.43;5.0;1.0;17.82
4308;2924;1.88;5.97;1.43;5.0;1.0;14.27
4309;2924;7.5;11.14;3.1;10.0;2.0;31.73
4351;2924;3.75;8.92;2.83;7.5;1.5;23.0
4352;2924;3.75;8.92;2.83;7.5;1.5;23.01
4355;2924;0.91;6.79;2.3;8.94;1.79;18.94
4357;2924;0.91;7.55;2.3;8.94;1.79;19.7
6159;2924;2.73;4.35;1.43;5.0;1.0;13.51
1658;2925;0.73;10.84;2.36;9.39;1.88;23.33
1659;2925;0.83;9.38;2.46;10.0;2.0;22.67
2025;2925;3.75;8.92;1.66;10.0;2.0;24.33
2359;2925;1.67;2.81;0.0;0.0;0.0;4.48
2360;2925;2.5;3.91;0.0;0.0;0.0;6.41
2363;2925;2.5;10.47;0.0;0.0;0.0;12.97
2368;2925;2.5;7.21;0.0;0.0;0.0;9.71
2369;2925;1.36;3.67;1.67;5.0;1.0;11.7
2576;2925;1.67;9.05;2.5;5.0;1.0;18.22
2589;2925;1.67;2.51;0.91;5.0;1.0;10.08
2590;2925;2.0;3.58;2.58;10.0;2.0;18.15
2591;2925;6.0;4.77;1.0;5.0;1.0;16.77
2592;2925;1.25;7.94;2.55;8.12;1.62;19.86
2593;2925;1.67;8.32;2.5;5.0;1.0;17.49
2594;2925;1.11;7.79;2.5;5.0;1.0;16.4
2597;2925;2.5;4.86;0.0;0.0;0.0;7.36
2616;2925;0.81;7.29;1.76;5.0;1.0;14.86
2628;2925;2.0;8.75;2.5;5.0;1.0;18.25
2629;2925;2.0;9.65;2.5;5.0;1.0;19.15
2630;2925;0.79;7.72;1.67;5.0;1.0;15.18
2686;2925;0.91;14.36;2.28;7.12;1.42;24.67
2785;2925;1.57;8.4;1.67;5.0;1.0;16.64
2786;2925;1.57;7.11;1.67;5.0;1.0;15.35
2787;2925;1.67;5.86;0.0;0.0;0.0;7.53
2788;2925;0.8;5.83;1.66;7.55;1.51;15.84
2790;2925;3.75;6.1;1.0;5.0;1.0;15.85
2791;2925;0.65;8.72;1.55;5.0;1.0;15.92
2793;2925;0.86;13.32;2.46;10.0;2.0;26.64
2794;2925;1.52;13.25;2.5;5.0;1.0;22.27
2795;2925;0.91;12.56;2.48;6.98;1.4;22.94
2811;2925;0.75;5.2;0.91;5.0;1.0;11.86
2814;2925;0.65;6.89;1.66;10.0;2.0;19.21
2860;2925;2.0;7.05;1.13;6.33;1.27;16.51
2861;2925;0.75;2.83;0.91;5.0;1.0;9.49
2862;2925;2.73;4.75;0.94;5.0;1.0;13.42
2863;2925;4.29;4.63;0.91;5.0;1.0;14.82
2924;2925;1.0;1.9;0.0;0.0;0.0;2.9
2926;2925;0.91;1.16;0.0;0.0;0.0;2.07
2937;2925;2.14;4.79;0.94;5.0;1.0;12.88
3014;2925;3.33;4.03;1.67;5.0;1.0;14.03
3317;2925;2.46;9.57;2.57;10.0;2.0;24.6
3318;2925;5.0;26.12;2.1;7.5;1.5;40.73
3349;2925;3.75;3.56;1.0;5.0;1.0;13.31
3798;2925;6.0;1.39;1.0;5.0;1.0;13.39
3799;2925;1.0;0.84;0.0;0.0;0.0;1.84
3962;2925;4.29;13.38;1.66;10.0;2.0;29.32
4077;2925;5.0;25.12;2.46;10.0;2.0;42.58
4138;2925;2.5;2.66;0.0;0.0;0.0;5.16
4142;2925;2.5;8.83;0.0;0.0;0.0;11.33
4149;2925;7.5;2.41;1.0;5.0;1.0;15.91
4151;2925;6.0;6.04;1.66;10.0;2.0;23.7
4187;2925;4.29;3.99;0.91;5.0;1.0;14.18
4276;2925;1.03;16.65;4.43;9.14;1.83;31.25
4304;2925;1.25;8.43;2.55;8.12;1.62;20.35
4308;2925;1.88;7.85;2.5;5.0;1.0;17.22
4309;2925;7.5;13.01;4.17;10.0;2.0;34.68
4351;2925;7.5;5.67;0.91;5.0;1.0;19.08
4352;2925;7.5;4.41;0.91;5.0;1.0;17.82
4355;2925;1.15;1.89;0.91;5.0;1.0;8.95
4357;2925;1.15;3.21;0.91;5.0;1.0;10.27
6159;2925;2.73;6.23;2.5;5.0;1.0;16.46
1658;4309;0.83;10.06;11.79;10.0;2.0;32.68
1659;4309;0.83;9.35;11.79;10.0;2.0;31.97
2025;4309;0.88;5.22;15.0;10.0;2.0;31.1
2359;4309;3.0;14.08;9.86;10.0;2.0;36.95
2360;4309;1.25;8.65;10.23;10.0;2.0;30.13
2363;4309;1.11;7.34;11.79;10.0;2.0;30.24
2368;4309;4.29;4.08;7.5;5.0;1.0;20.87
2369;4309;6.0;44.6;8.31;10.0;2.0;68.91
2576;4309;7.5;0.99;0.0;0.0;0.0;8.49
2589;4309;4.29;10.42;7.5;5.0;1.0;27.21
2590;4309;4.29;9.07;7.5;5.0;1.0;25.86
2591;4309;2.73;9.16;7.5;5.0;1.0;24.39
2592;4309;4.29;6.86;7.5;5.0;1.0;23.65
2593;4309;4.29;1.64;7.5;5.0;1.0;18.43
2594;4309;1.67;5.28;7.5;5.0;1.0;19.44
2597;4309;2.73;7.7;7.5;5.0;1.0;22.93
2616;4309;0.81;17.2;7.5;5.0;1.0;30.51
2628;4309;4.29;5.62;7.5;5.0;1.0;22.41
2629;4309;4.29;6.52;7.5;5.0;1.0;23.31
2630;4309;4.29;7.69;7.5;5.0;1.0;24.48
2686;4309;2.14;26.3;8.86;10.0;2.0;47.31
2785;4309;1.63;8.69;11.79;10.0;2.0;32.11
2786;4309;1.63;10.06;11.79;10.0;2.0;33.48
2787;4309;0.79;9.55;11.79;10.0;2.0;32.13
2788;4309;1.63;12.9;11.79;10.0;2.0;36.32
2790;4309;1.14;15.59;11.31;10.0;2.0;38.04
2791;4309;0.79;12.45;11.79;10.0;2.0;35.03
2793;4309;0.8;9.54;13.15;10.0;2.0;33.49
2794;4309;1.38;8.87;11.79;10.0;2.0;32.04
2795;4309;2.31;8.94;11.79;10.0;2.0;33.03
2811;4309;0.75;14.31;10.23;10.0;2.0;35.29
2814;4309;1.08;32.01;9.79;10.0;2.0;52.87
2860;4309;2.73;21.36;8.77;8.18;1.64;41.04
2861;4309;0.37;11.64;10.82;9.76;1.95;32.58
2862;4309;2.73;17.95;8.77;8.18;1.64;37.63
2863;4309;4.29;16.66;9.5;10.0;2.0;40.45
2924;4309;3.75;10.8;10.23;10.0;2.0;34.78
2925;4309;0.73;13.94;9.7;10.0;2.0;34.36
2926;4309;2.0;13.19;7.5;5.0;1.0;27.69
2937;4309;2.14;9.47;7.5;5.0;1.0;24.11
3014;4309;7.5;14.22;7.5;5.0;1.0;34.22
3317;4309;2.46;19.48;8.31;10.0;2.0;40.25
3318;4309;10.0;38.15;15.0;10.0;2.0;73.15
3349;4309;3.75;12.46;10.23;10.0;2.0;36.44
3798;4309;7.5;15.1;7.5;5.0;1.0;35.1
3799;4309;2.0;12.22;9.5;8.67;1.73;32.38
3962;4309;0.94;29.39;8.31;10.0;2.0;48.64
4138;4309;1.25;9.4;10.23;10.0;2.0;30.88
4142;4309;1.11;5.7;11.79;10.0;2.0;28.6
4149;4309;7.5;17.63;7.5;5.0;1.0;37.63
4151;4309;6.0;19.66;15.0;10.0;2.0;50.66
4187;4309;4.29;16.02;9.5;10.0;2.0;39.81
4276;4309;1.43;36.63;10.0;10.0;2.0;58.06
4304;4309;1.67;5.54;7.5;5.0;1.0;19.71
4308;4309;1.88;4.72;11.79;10.0;2.0;28.38
4351;4309;7.5;20.86;7.5;5.0;1.0;40.86
4352;4309;7.5;19.6;7.5;5.0;1.0;39.6
4355;4309;2.0;14.72;7.5;5.0;1.0;29.22
4357;4309;2.0;16.04;7.5;5.0;1.0;30.54
6159;4309;2.73;10.11;7.5;5.0;1.0;25.34
1658;2926;0.83;6.84;1.54;10.0;2.0;19.21
1659;2926;0.83;6.13;1.54;10.0;2.0;18.5
2025;2926;3.75;7.76;0.75;5.0;1.0;17.26
2359;2926;1.67;4.25;0.0;0.0;0.0;5.91
2360;2926;2.5;5.1;0.0;0.0;0.0;7.6
2363;2926;0.77;8.36;0.52;3.46;0.69;13.11
2368;2926;1.11;5.66;0.42;2.78;0.56;9.97
